CMDLINE /home/fred/python_ws/audio_classifier/bin/python3.8 onnx_stream_wav_profile.py
MEM 275.554688 1641149681.0226
MEM 275.554688 1641149681.1229
MEM 275.554688 1641149681.2232
MEM 275.554688 1641149681.3236
MEM 275.554688 1641149681.4238
MEM 275.554688 1641149681.5242
MEM 275.554688 1641149681.6244
MEM 275.554688 1641149681.7248
MEM 275.554688 1641149681.8252
MEM 275.554688 1641149681.9256
MEM 275.554688 1641149682.0260
MEM 275.554688 1641149682.1263
MEM 275.554688 1641149682.2267
MEM 275.554688 1641149682.3272
MEM 275.554688 1641149682.4276
MEM 275.554688 1641149682.5278
MEM 275.554688 1641149682.6282
MEM 275.554688 1641149682.7285
MEM 275.554688 1641149682.8288
MEM 275.554688 1641149682.9291
MEM 275.554688 1641149683.0294
MEM 275.554688 1641149683.1297
MEM 275.554688 1641149683.2301
MEM 275.554688 1641149683.3304
MEM 275.554688 1641149683.4307
MEM 275.554688 1641149683.5311
MEM 275.554688 1641149683.6314
MEM 275.554688 1641149683.7317
MEM 275.554688 1641149683.8322
MEM 275.554688 1641149683.9326
MEM 275.554688 1641149684.0333
MEM 275.554688 1641149684.1337
MEM 275.554688 1641149684.2341
MEM 275.554688 1641149684.3344
MEM 275.554688 1641149684.4350
MEM 275.554688 1641149684.5354
MEM 275.554688 1641149684.6357
MEM 275.554688 1641149684.7361
MEM 275.554688 1641149684.8364
MEM 275.554688 1641149684.9369
MEM 275.554688 1641149685.0372
MEM 275.554688 1641149685.1376
MEM 275.554688 1641149685.2380
MEM 275.554688 1641149685.3383
MEM 275.554688 1641149685.4386
MEM 275.554688 1641149685.5391
MEM 275.554688 1641149685.6398
MEM 275.554688 1641149685.7403
MEM 275.554688 1641149685.8406
MEM 275.554688 1641149685.9410
MEM 275.554688 1641149686.0414
MEM 275.554688 1641149686.1417
MEM 275.554688 1641149686.2422
MEM 275.554688 1641149686.3425
MEM 275.554688 1641149686.4428
MEM 275.554688 1641149686.5431
MEM 275.554688 1641149686.6434
MEM 275.554688 1641149686.7438
MEM 275.554688 1641149686.8441
MEM 275.554688 1641149686.9444
MEM 275.554688 1641149687.0447
MEM 275.554688 1641149687.1513
MEM 275.554688 1641149687.2516
MEM 275.554688 1641149687.3519
MEM 275.554688 1641149687.4523
MEM 275.554688 1641149687.5526
MEM 275.554688 1641149687.6529
MEM 275.554688 1641149687.7532
MEM 275.554688 1641149687.8536
MEM 275.554688 1641149687.9539
MEM 275.554688 1641149688.0543
MEM 275.554688 1641149688.1546
MEM 275.554688 1641149688.2549
MEM 275.554688 1641149688.3551
MEM 275.554688 1641149688.4554
MEM 275.554688 1641149688.5558
MEM 275.554688 1641149688.6561
MEM 275.554688 1641149688.7566
MEM 275.554688 1641149688.8578
MEM 275.554688 1641149688.9581
MEM 275.554688 1641149689.0584
MEM 275.554688 1641149689.1587
MEM 275.554688 1641149689.2591
MEM 275.554688 1641149689.3594
MEM 275.554688 1641149689.4597
MEM 275.554688 1641149689.5600
MEM 275.554688 1641149689.6603
MEM 275.554688 1641149689.7606
MEM 275.554688 1641149689.8610
MEM 275.554688 1641149689.9613
MEM 275.554688 1641149690.0623
MEM 275.554688 1641149690.1627
MEM 275.554688 1641149690.2630
MEM 275.554688 1641149690.3633
MEM 275.554688 1641149690.4637
MEM 275.554688 1641149690.5642
MEM 275.554688 1641149690.6647
MEM 275.554688 1641149690.7650
MEM 275.554688 1641149690.8654
MEM 275.554688 1641149690.9657
MEM 275.554688 1641149691.0660
MEM 275.554688 1641149691.1662
MEM 275.554688 1641149691.2666
MEM 275.554688 1641149691.3670
MEM 275.554688 1641149691.4673
MEM 275.554688 1641149691.5677
MEM 275.554688 1641149691.6680
MEM 275.554688 1641149691.7683
MEM 275.554688 1641149691.8686
MEM 275.554688 1641149691.9690
MEM 275.554688 1641149692.0694
MEM 275.554688 1641149692.1699
MEM 275.554688 1641149692.2703
MEM 275.554688 1641149692.3707
MEM 275.554688 1641149692.4710
MEM 275.554688 1641149692.5720
MEM 275.554688 1641149692.6723
MEM 275.554688 1641149692.7726
MEM 275.554688 1641149692.8730
MEM 275.554688 1641149692.9733
MEM 275.554688 1641149693.0736
MEM 275.554688 1641149693.1740
MEM 275.554688 1641149693.2743
MEM 275.554688 1641149693.3746
MEM 275.554688 1641149693.4750
MEM 275.554688 1641149693.5754
MEM 275.554688 1641149693.6757
MEM 275.554688 1641149693.7760
MEM 275.554688 1641149693.8764
MEM 275.554688 1641149693.9768
MEM 275.554688 1641149694.0771
MEM 275.554688 1641149694.1775
MEM 275.554688 1641149694.2777
MEM 275.554688 1641149694.3780
MEM 275.554688 1641149694.4783
MEM 275.554688 1641149694.5786
MEM 275.554688 1641149694.6790
MEM 275.554688 1641149694.7800
MEM 275.554688 1641149694.8804
MEM 275.554688 1641149694.9807
MEM 275.554688 1641149695.0810
MEM 275.554688 1641149695.1815
MEM 275.554688 1641149695.2818
MEM 275.554688 1641149695.3823
MEM 275.554688 1641149695.4827
MEM 275.554688 1641149695.5832
MEM 275.554688 1641149695.6838
MEM 275.554688 1641149695.7843
MEM 275.554688 1641149695.8849
MEM 275.554688 1641149695.9854
MEM 275.554688 1641149696.0859
MEM 275.554688 1641149696.1863
MEM 275.554688 1641149696.2866
MEM 275.554688 1641149696.3870
MEM 275.554688 1641149696.4873
MEM 275.554688 1641149696.5877
MEM 275.554688 1641149696.6880
MEM 275.554688 1641149696.7883
MEM 275.554688 1641149696.8886
MEM 275.554688 1641149696.9888
MEM 275.554688 1641149697.0891
MEM 275.554688 1641149697.1900
MEM 275.554688 1641149697.2903
MEM 275.554688 1641149697.3907
MEM 275.554688 1641149697.4911
MEM 275.554688 1641149697.5914
MEM 275.554688 1641149697.6918
MEM 275.554688 1641149697.7923
MEM 275.554688 1641149697.8926
MEM 275.554688 1641149697.9930
MEM 275.554688 1641149698.0933
MEM 275.554688 1641149698.1937
MEM 275.554688 1641149698.2941
MEM 275.554688 1641149698.3947
MEM 275.554688 1641149698.4952
MEM 275.554688 1641149698.5958
MEM 275.554688 1641149698.6962
MEM 275.554688 1641149698.7972
MEM 275.554688 1641149698.8978
MEM 275.554688 1641149698.9982
MEM 275.554688 1641149699.0986
MEM 275.554688 1641149699.1989
MEM 275.554688 1641149699.2993
MEM 275.554688 1641149699.3997
MEM 275.554688 1641149699.5001
MEM 275.554688 1641149699.6005
MEM 275.554688 1641149699.7009
MEM 275.554688 1641149699.8013
MEM 275.554688 1641149699.9016
MEM 275.554688 1641149700.0019
MEM 275.554688 1641149700.1025
MEM 275.554688 1641149700.2029
MEM 275.554688 1641149700.3031
MEM 275.554688 1641149700.4035
MEM 275.554688 1641149700.5038
MEM 275.554688 1641149700.6043
MEM 275.554688 1641149700.7046
MEM 275.554688 1641149700.8049
MEM 275.554688 1641149700.9052
MEM 275.554688 1641149701.0055
MEM 275.554688 1641149701.1059
MEM 275.554688 1641149701.2065
MEM 275.554688 1641149701.3068
MEM 275.554688 1641149701.4071
MEM 275.554688 1641149701.5075
MEM 275.554688 1641149701.6079
MEM 275.554688 1641149701.7082
MEM 275.554688 1641149701.8085
MEM 275.554688 1641149701.9088
MEM 275.554688 1641149702.0093
MEM 275.554688 1641149702.1096
MEM 275.554688 1641149702.2100
MEM 275.554688 1641149702.3106
MEM 275.554688 1641149702.4113
MEM 275.554688 1641149702.5118
MEM 275.554688 1641149702.6121
MEM 275.554688 1641149702.7128
MEM 275.554688 1641149702.8132
MEM 275.554688 1641149702.9136
MEM 275.554688 1641149703.0140
MEM 275.554688 1641149703.1144
MEM 275.554688 1641149703.2147
MEM 275.554688 1641149703.3150
MEM 275.554688 1641149703.4154
MEM 275.554688 1641149703.5157
MEM 275.554688 1641149703.6160
MEM 275.554688 1641149703.7163
MEM 275.554688 1641149703.8167
MEM 275.554688 1641149703.9208
MEM 275.554688 1641149704.0211
MEM 275.554688 1641149704.1214
MEM 275.554688 1641149704.2217
MEM 275.554688 1641149704.3220
MEM 275.554688 1641149704.4223
MEM 275.554688 1641149704.5227
MEM 275.554688 1641149704.6230
MEM 275.554688 1641149704.7235
MEM 275.554688 1641149704.8240
MEM 275.554688 1641149704.9243
MEM 275.554688 1641149705.0247
MEM 275.554688 1641149705.1250
MEM 275.554688 1641149705.2254
MEM 275.554688 1641149705.3259
MEM 275.554688 1641149705.4263
MEM 275.554688 1641149705.5269
MEM 275.554688 1641149705.6272
MEM 275.554688 1641149705.7275
MEM 275.554688 1641149705.8279
MEM 275.554688 1641149705.9282
MEM 275.554688 1641149706.0286
MEM 275.554688 1641149706.1289
MEM 275.554688 1641149706.2292
MEM 275.554688 1641149706.3296
MEM 275.554688 1641149706.4303
MEM 275.554688 1641149706.5307
MEM 275.554688 1641149706.6313
MEM 275.554688 1641149706.7316
MEM 275.554688 1641149706.8320
MEM 275.554688 1641149706.9323
MEM 275.554688 1641149707.0327
MEM 275.554688 1641149707.1332
MEM 275.554688 1641149707.2335
MEM 275.554688 1641149707.3339
MEM 275.554688 1641149707.4342
MEM 275.554688 1641149707.5345
MEM 275.554688 1641149707.6349
MEM 275.554688 1641149707.7352
MEM 275.554688 1641149707.8355
MEM 275.554688 1641149707.9359
MEM 275.554688 1641149708.0363
MEM 275.554688 1641149708.1367
MEM 275.554688 1641149708.2371
MEM 275.554688 1641149708.3376
MEM 275.554688 1641149708.4379
MEM 275.554688 1641149708.5383
MEM 275.554688 1641149708.6386
MEM 275.554688 1641149708.7389
MEM 275.554688 1641149708.8396
MEM 275.554688 1641149708.9400
MEM 275.554688 1641149709.0404
MEM 275.554688 1641149709.1408
MEM 275.554688 1641149709.2412
MEM 275.554688 1641149709.3415
MEM 275.554688 1641149709.4418
MEM 275.554688 1641149709.5422
MEM 275.554688 1641149709.6426
MEM 275.554688 1641149709.7434
MEM 275.554688 1641149709.8438
MEM 275.554688 1641149709.9443
MEM 275.554688 1641149710.0448
MEM 275.554688 1641149710.1451
MEM 275.554688 1641149710.2455
MEM 275.554688 1641149710.3459
MEM 275.554688 1641149710.4462
MEM 275.554688 1641149710.5465
MEM 275.554688 1641149710.6469
MEM 275.554688 1641149710.7472
MEM 275.554688 1641149710.8475
MEM 275.554688 1641149710.9478
MEM 275.554688 1641149711.0482
MEM 275.554688 1641149711.1485
MEM 275.554688 1641149711.2489
MEM 275.554688 1641149711.3492
MEM 275.554688 1641149711.4495
MEM 275.554688 1641149711.5499
MEM 275.554688 1641149711.6503
MEM 275.554688 1641149711.7507
MEM 275.554688 1641149711.8510
MEM 275.554688 1641149711.9513
MEM 275.554688 1641149712.0517
MEM 275.554688 1641149712.1520
MEM 275.554688 1641149712.2523
MEM 275.554688 1641149712.3527
MEM 275.554688 1641149712.4530
MEM 275.554688 1641149712.5534
MEM 275.554688 1641149712.6537
MEM 275.554688 1641149712.7542
MEM 275.554688 1641149712.8545
MEM 275.554688 1641149712.9548
MEM 275.554688 1641149713.0552
MEM 275.554688 1641149713.1556
MEM 275.554688 1641149713.2562
MEM 275.554688 1641149713.3568
MEM 275.554688 1641149713.4573
MEM 275.554688 1641149713.5579
MEM 275.554688 1641149713.6583
MEM 275.554688 1641149713.7587
MEM 275.554688 1641149713.8590
MEM 275.554688 1641149713.9593
MEM 275.554688 1641149714.0597
MEM 275.554688 1641149714.1601
MEM 275.554688 1641149714.2606
MEM 275.554688 1641149714.3610
MEM 275.554688 1641149714.4614
MEM 275.554688 1641149714.5618
MEM 275.554688 1641149714.6621
MEM 275.554688 1641149714.7624
MEM 275.554688 1641149714.8628
MEM 275.554688 1641149714.9632
MEM 275.554688 1641149715.0636
MEM 275.554688 1641149715.1640
MEM 275.554688 1641149715.2646
MEM 275.554688 1641149715.3650
MEM 275.554688 1641149715.4654
MEM 275.554688 1641149715.5657
MEM 275.554688 1641149715.6664
MEM 275.554688 1641149715.7668
MEM 275.554688 1641149715.8671
MEM 275.554688 1641149715.9675
MEM 275.554688 1641149716.0678
MEM 275.554688 1641149716.1682
MEM 275.554688 1641149716.2685
MEM 275.554688 1641149716.3688
MEM 275.554688 1641149716.4691
MEM 275.554688 1641149716.5695
MEM 275.554688 1641149716.6698
MEM 275.554688 1641149716.7701
MEM 275.554688 1641149716.8706
MEM 275.554688 1641149716.9710
MEM 275.554688 1641149717.0713
MEM 275.554688 1641149717.1721
MEM 275.554688 1641149717.2725
MEM 275.554688 1641149717.3729
MEM 275.554688 1641149717.4733
MEM 275.554688 1641149717.5736
MEM 275.554688 1641149717.6741
MEM 275.554688 1641149717.7747
MEM 275.554688 1641149717.8751
MEM 275.554688 1641149717.9755
MEM 275.554688 1641149718.0758
MEM 275.554688 1641149718.1761
MEM 275.554688 1641149718.2764
MEM 275.554688 1641149718.3767
MEM 275.554688 1641149718.4771
MEM 275.554688 1641149718.5774
MEM 275.554688 1641149718.6779
MEM 275.554688 1641149718.7782
MEM 275.554688 1641149718.8785
MEM 275.554688 1641149718.9788
MEM 275.554688 1641149719.0792
MEM 275.554688 1641149719.1795
MEM 275.554688 1641149719.2799
MEM 275.554688 1641149719.3802
MEM 275.554688 1641149719.4805
MEM 275.554688 1641149719.5809
MEM 275.554688 1641149719.6812
MEM 275.554688 1641149719.7815
MEM 275.554688 1641149719.8818
MEM 275.554688 1641149719.9821
MEM 275.554688 1641149720.0825
MEM 275.554688 1641149720.1827
MEM 275.554688 1641149720.2831
MEM 275.554688 1641149720.3835
MEM 275.554688 1641149720.4838
MEM 275.554688 1641149720.5841
MEM 275.554688 1641149720.6845
MEM 275.554688 1641149720.7848
MEM 275.554688 1641149720.8852
MEM 275.554688 1641149720.9855
MEM 275.554688 1641149721.0858
MEM 275.554688 1641149721.1861
MEM 275.554688 1641149721.2865
MEM 275.554688 1641149721.3871
MEM 275.554688 1641149721.4874
MEM 275.554688 1641149721.5878
MEM 275.554688 1641149721.6885
MEM 275.554688 1641149721.7888
MEM 275.554688 1641149721.8892
MEM 275.554688 1641149721.9896
MEM 275.554688 1641149722.0900
MEM 275.554688 1641149722.1905
MEM 275.554688 1641149722.2908
MEM 275.554688 1641149722.3913
MEM 275.554688 1641149722.4918
MEM 275.554688 1641149722.5922
MEM 275.554688 1641149722.6927
MEM 275.554688 1641149722.7930
MEM 275.554688 1641149722.8934
MEM 275.554688 1641149722.9938
MEM 275.554688 1641149723.0941
MEM 275.554688 1641149723.1944
MEM 275.554688 1641149723.2948
MEM 275.554688 1641149723.3954
MEM 275.554688 1641149723.4957
MEM 275.554688 1641149723.5961
MEM 275.554688 1641149723.6964
MEM 275.554688 1641149723.7972
MEM 275.554688 1641149723.8977
MEM 275.554688 1641149723.9980
MEM 275.554688 1641149724.0983
MEM 275.554688 1641149724.1987
MEM 275.554688 1641149724.2990
MEM 275.554688 1641149724.3995
MEM 275.554688 1641149724.4999
MEM 275.554688 1641149724.6002
MEM 275.554688 1641149724.7006
MEM 275.554688 1641149724.8009
MEM 275.554688 1641149724.9013
MEM 275.554688 1641149725.0016
MEM 275.554688 1641149725.1019
MEM 275.554688 1641149725.2023
MEM 275.554688 1641149725.3028
MEM 275.554688 1641149725.4034
MEM 275.554688 1641149725.5038
MEM 275.554688 1641149725.6041
MEM 275.554688 1641149725.7045
MEM 275.554688 1641149725.8048
MEM 275.554688 1641149725.9052
MEM 275.554688 1641149726.0055
MEM 275.554688 1641149726.1059
MEM 275.554688 1641149726.2062
MEM 275.554688 1641149726.3066
MEM 275.554688 1641149726.4069
MEM 275.554688 1641149726.5072
MEM 275.554688 1641149726.6076
MEM 275.554688 1641149726.7080
MEM 275.554688 1641149726.8083
MEM 275.554688 1641149726.9086
MEM 275.554688 1641149727.0090
MEM 275.554688 1641149727.1095
MEM 275.554688 1641149727.2099
MEM 275.554688 1641149727.3102
MEM 275.554688 1641149727.4106
MEM 275.554688 1641149727.5110
MEM 275.554688 1641149727.6114
MEM 275.554688 1641149727.7117
MEM 275.554688 1641149727.8121
MEM 275.554688 1641149727.9124
MEM 275.554688 1641149728.0128
MEM 275.554688 1641149728.1132
MEM 275.554688 1641149728.2136
MEM 275.554688 1641149728.3139
MEM 275.554688 1641149728.4143
MEM 275.554688 1641149728.5149
MEM 275.554688 1641149728.6152
MEM 275.554688 1641149728.7155
MEM 275.554688 1641149728.8159
MEM 275.554688 1641149728.9162
MEM 275.554688 1641149729.0166
MEM 275.554688 1641149729.1169
MEM 275.554688 1641149729.2175
MEM 275.554688 1641149729.3180
MEM 275.554688 1641149729.4184
MEM 275.554688 1641149729.5187
MEM 275.554688 1641149729.6193
MEM 275.554688 1641149729.7197
MEM 275.554688 1641149729.8202
MEM 275.554688 1641149729.9205
MEM 275.554688 1641149730.0209
MEM 275.554688 1641149730.1215
MEM 275.554688 1641149730.2221
MEM 275.554688 1641149730.3224
MEM 275.554688 1641149730.4228
MEM 275.554688 1641149730.5232
MEM 275.554688 1641149730.6237
MEM 275.554688 1641149730.7241
MEM 275.554688 1641149730.8244
MEM 275.554688 1641149730.9248
MEM 275.554688 1641149731.0251
MEM 275.554688 1641149731.1256
MEM 275.554688 1641149731.2260
MEM 275.554688 1641149731.3263
MEM 275.554688 1641149731.4266
MEM 275.554688 1641149731.5269
MEM 275.554688 1641149731.6273
MEM 275.554688 1641149731.7276
MEM 275.554688 1641149731.8280
MEM 275.554688 1641149731.9283
MEM 275.554688 1641149732.0286
MEM 275.554688 1641149732.1289
MEM 275.554688 1641149732.2292
MEM 275.554688 1641149732.3295
MEM 275.554688 1641149732.4299
MEM 275.554688 1641149732.5302
MEM 275.554688 1641149732.6305
MEM 275.554688 1641149732.7309
MEM 275.554688 1641149732.8313
MEM 275.554688 1641149732.9316
MEM 275.554688 1641149733.0320
MEM 275.554688 1641149733.1323
MEM 275.554688 1641149733.2329
MEM 275.554688 1641149733.3334
MEM 275.554688 1641149733.4340
MEM 275.554688 1641149733.5345
MEM 275.554688 1641149733.6349
MEM 275.554688 1641149733.7352
MEM 275.554688 1641149733.8356
MEM 275.554688 1641149733.9359
MEM 275.554688 1641149734.0363
MEM 275.554688 1641149734.1367
MEM 275.554688 1641149734.2370
MEM 275.554688 1641149734.3374
MEM 275.554688 1641149734.4378
MEM 275.554688 1641149734.5383
MEM 275.554688 1641149734.6388
MEM 275.554688 1641149734.7393
MEM 275.554688 1641149734.8397
MEM 275.554688 1641149734.9402
MEM 275.554688 1641149735.0406
MEM 275.554688 1641149735.1412
MEM 275.554688 1641149735.2416
MEM 275.554688 1641149735.3420
MEM 275.554688 1641149735.4423
MEM 275.554688 1641149735.5428
MEM 275.554688 1641149735.6432
MEM 275.554688 1641149735.7435
MEM 275.554688 1641149735.8438
MEM 275.554688 1641149735.9442
MEM 275.554688 1641149736.0445
MEM 275.554688 1641149736.1450
MEM 275.554688 1641149736.2454
MEM 275.554688 1641149736.3457
MEM 275.554688 1641149736.4460
MEM 275.554688 1641149736.5464
MEM 275.554688 1641149736.6467
MEM 275.554688 1641149736.7470
MEM 275.554688 1641149736.8473
MEM 275.554688 1641149736.9476
MEM 275.554688 1641149737.0480
MEM 275.554688 1641149737.1483
MEM 275.554688 1641149737.2488
MEM 275.554688 1641149737.3491
MEM 275.554688 1641149737.4494
MEM 275.554688 1641149737.5498
MEM 275.554688 1641149737.6502
MEM 275.554688 1641149737.7506
MEM 275.554688 1641149737.8509
MEM 275.554688 1641149737.9513
MEM 275.554688 1641149738.0517
MEM 275.554688 1641149738.1521
MEM 275.554688 1641149738.2524
MEM 275.554688 1641149738.3527
MEM 275.554688 1641149738.4531
MEM 275.554688 1641149738.5534
MEM 275.554688 1641149738.6537
MEM 275.554688 1641149738.7541
MEM 275.554688 1641149738.8545
MEM 275.554688 1641149738.9552
MEM 275.554688 1641149739.0556
MEM 275.554688 1641149739.1559
MEM 275.554688 1641149739.2562
MEM 275.554688 1641149739.3565
MEM 275.554688 1641149739.4569
MEM 275.554688 1641149739.5572
MEM 275.554688 1641149739.6575
MEM 275.554688 1641149739.7580
MEM 275.554688 1641149739.8584
MEM 275.554688 1641149739.9587
MEM 275.554688 1641149740.0592
MEM 275.554688 1641149740.1595
MEM 275.554688 1641149740.2598
MEM 275.554688 1641149740.3600
MEM 275.554688 1641149740.4604
MEM 275.554688 1641149740.5607
MEM 275.554688 1641149740.6610
MEM 275.554688 1641149740.7614
MEM 275.554688 1641149740.8617
MEM 275.554688 1641149740.9621
MEM 275.554688 1641149741.0624
MEM 275.554688 1641149741.1628
MEM 275.554688 1641149741.2631
MEM 275.554688 1641149741.3635
MEM 275.554688 1641149741.4638
MEM 275.554688 1641149741.5642
MEM 275.554688 1641149741.6647
MEM 275.554688 1641149741.7650
MEM 275.554688 1641149741.8653
MEM 275.554688 1641149741.9656
MEM 275.554688 1641149742.0659
MEM 275.554688 1641149742.1662
MEM 275.554688 1641149742.2665
MEM 275.554688 1641149742.3668
MEM 275.554688 1641149742.4672
MEM 275.554688 1641149742.5676
MEM 275.554688 1641149742.6682
MEM 275.554688 1641149742.7686
MEM 275.554688 1641149742.8691
MEM 275.554688 1641149742.9694
MEM 275.554688 1641149743.0698
MEM 275.554688 1641149743.1703
MEM 275.554688 1641149743.2708
MEM 275.554688 1641149743.3712
MEM 275.554688 1641149743.4720
MEM 275.554688 1641149743.5723
MEM 275.554688 1641149743.6727
MEM 275.554688 1641149743.7730
MEM 275.554688 1641149743.8734
MEM 275.554688 1641149743.9738
MEM 275.554688 1641149744.0742
MEM 275.554688 1641149744.1745
MEM 275.554688 1641149744.2749
MEM 275.554688 1641149744.3752
MEM 275.554688 1641149744.4755
MEM 275.554688 1641149744.5758
MEM 275.554688 1641149744.6762
MEM 275.554688 1641149744.7766
MEM 275.554688 1641149744.8770
MEM 275.554688 1641149744.9775
MEM 275.554688 1641149745.0778
MEM 275.554688 1641149745.1785
MEM 275.554688 1641149745.2790
MEM 275.554688 1641149745.3796
MEM 275.554688 1641149745.4801
MEM 275.554688 1641149745.5806
MEM 275.554688 1641149745.6810
MEM 275.554688 1641149745.7815
MEM 275.554688 1641149745.8818
MEM 275.554688 1641149745.9825
MEM 275.554688 1641149746.0828
MEM 275.554688 1641149746.1832
MEM 275.554688 1641149746.2835
MEM 275.554688 1641149746.3838
MEM 275.554688 1641149746.4842
MEM 275.554688 1641149746.5846
MEM 275.554688 1641149746.6849
MEM 275.554688 1641149746.7852
MEM 275.554688 1641149746.8855
MEM 275.554688 1641149746.9859
MEM 275.554688 1641149747.0863
MEM 275.554688 1641149747.1866
MEM 275.554688 1641149747.2870
MEM 275.554688 1641149747.3873
MEM 275.554688 1641149747.4876
MEM 275.554688 1641149747.5879
MEM 275.554688 1641149747.6883
MEM 275.554688 1641149747.7886
MEM 275.554688 1641149747.8890
MEM 275.554688 1641149747.9893
MEM 275.554688 1641149748.0897
MEM 275.554688 1641149748.1900
MEM 275.554688 1641149748.2904
MEM 275.554688 1641149748.3909
MEM 275.554688 1641149748.4913
MEM 275.554688 1641149748.5917
MEM 275.554688 1641149748.6920
MEM 275.554688 1641149748.7924
MEM 275.554688 1641149748.8931
MEM 275.554688 1641149748.9934
MEM 275.554688 1641149749.0938
MEM 275.554688 1641149749.1943
MEM 275.554688 1641149749.2949
MEM 275.554688 1641149749.3954
MEM 275.554688 1641149749.4958
MEM 275.554688 1641149749.5961
MEM 275.554688 1641149749.6965
MEM 275.554688 1641149749.7968
MEM 275.554688 1641149749.8971
MEM 275.554688 1641149749.9974
MEM 275.554688 1641149750.0978
MEM 275.554688 1641149750.1981
MEM 275.554688 1641149750.2986
MEM 275.554688 1641149750.3990
MEM 275.554688 1641149750.4995
MEM 275.554688 1641149750.6000
MEM 275.554688 1641149750.7004
MEM 275.554688 1641149750.8008
MEM 275.554688 1641149750.9013
MEM 275.554688 1641149751.0016
MEM 275.554688 1641149751.1020
MEM 275.554688 1641149751.2024
MEM 275.554688 1641149751.3027
MEM 275.554688 1641149751.4031
MEM 275.554688 1641149751.5034
MEM 275.554688 1641149751.6037
MEM 275.554688 1641149751.7041
MEM 275.554688 1641149751.8044
MEM 275.554688 1641149751.9049
MEM 275.554688 1641149752.0053
MEM 275.554688 1641149752.1056
MEM 275.554688 1641149752.2059
MEM 275.554688 1641149752.3064
MEM 275.554688 1641149752.4068
MEM 275.554688 1641149752.5071
MEM 275.554688 1641149752.6075
MEM 275.554688 1641149752.7080
MEM 275.554688 1641149752.8083
MEM 275.554688 1641149752.9086
MEM 275.554688 1641149753.0089
MEM 275.554688 1641149753.1093
MEM 275.554688 1641149753.2098
MEM 275.554688 1641149753.3101
MEM 275.554688 1641149753.4105
MEM 275.554688 1641149753.5108
MEM 275.554688 1641149753.6115
MEM 275.554688 1641149753.7120
MEM 275.554688 1641149753.8124
MEM 275.554688 1641149753.9127
MEM 275.554688 1641149754.0131
MEM 275.554688 1641149754.1136
MEM 275.554688 1641149754.2140
MEM 275.554688 1641149754.3143
MEM 275.554688 1641149754.4147
MEM 275.554688 1641149754.5153
MEM 275.554688 1641149754.6158
MEM 275.554688 1641149754.7163
MEM 275.554688 1641149754.8167
MEM 275.554688 1641149754.9170
MEM 275.554688 1641149755.0174
MEM 275.554688 1641149755.1178
MEM 275.554688 1641149755.2182
MEM 275.554688 1641149755.3185
MEM 275.554688 1641149755.4189
MEM 275.554688 1641149755.5192
